"","pubDate","tweet","author"
"31","Thu, 13 Dec 2012 01:39:07 +0000","WIN A #GLOBEIphone5 by watching (http://t.co/rFc1JTLa  ).Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyGLOBE 103","juztkidding06@twitter.com (Renz dela Cruz)"
"32","Thu, 13 Dec 2012 01:38:59 +0000","WIN A #GLOBEIphone5 by watching (http://t.co/rFc1JTLa  ).Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyGLOBE 102","juztkidding06@twitter.com (Renz dela Cruz)"
"33","Thu, 13 Dec 2012 01:38:52 +0000","WIN A #GLOBEIphone5 by watching (http://t.co/rFc1JTLa  ).Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyGLOBE 101","juztkidding06@twitter.com (Renz dela Cruz)"
"34","Thu, 13 Dec 2012 01:38:45 +0000","WIN A #GLOBEIphone5 by watching (http://t.co/rFc1JTLa  ).Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyGLOBE 100","juztkidding06@twitter.com (Renz dela Cruz)"
"35","Thu, 13 Dec 2012 01:38:44 +0000","RT @enjoyGLOBE: Let the countdown begin! Who's joining us tonight for the Pamasko ng Globe event at the New Glorietta, 6PM? :) #GlobeiPhone5","iamRYEsarmiento@twitter.com (Rye Sarmiento)"
"36","Thu, 13 Dec 2012 01:38:43 +0000","@JMMaleniza Whoop! Parokya ni Edgar, Bamboo and 6Cyclemind will perform tonight! Cool, right?! #GlobeiPhone5","enjoyGLOBE@twitter.com (Globe Telecom)"
"37","Thu, 13 Dec 2012 01:38:35 +0000","WIN A #GLOBEIphone5 by watching (http://t.co/rFc1JTLa  ).Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyGLOBE 98","juztkidding06@twitter.com (Renz dela Cruz)"
"38","Thu, 13 Dec 2012 01:38:30 +0000","WIN A #GLOBEIphone5 by watching (http://t.co/rFc1JTLa  ).Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyGLOBE 99","juztkidding06@twitter.com (Renz dela Cruz)"
"39","Thu, 13 Dec 2012 01:38:22 +0000","WIN A #GLOBEIphone5 by watching (http://t.co/rFc1JTLa  ).Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyGLOBE 97","juztkidding06@twitter.com (Renz dela Cruz)"
"40","Thu, 13 Dec 2012 01:38:17 +0000","WIN A #GLOBEIphone5 by watching (http://t.co/rFc1JTLa  ).Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyGLOBE 96","juztkidding06@twitter.com (Renz dela Cruz)"
"41","Thu, 13 Dec 2012 01:38:12 +0000","DETAILS!!!! ** RT @enjoyGLOBE: Who's joining us tonight for the Pamasko ng Globe event at the New Glorietta, 6PM? :) #GlobeiPhone5","lemmytalks@twitter.com (Lemmy Besabe)"
"42","Thu, 13 Dec 2012 01:38:11 +0000","WIN A #GLOBEIphone5 by watching (http://t.co/rFc1JTLa  ).Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyGLOBE 95","juztkidding06@twitter.com (Renz dela Cruz)"
"43","Thu, 13 Dec 2012 01:38:06 +0000","WIN A #GLOBEIphone5 by watching (http://t.co/rFc1JTLa  ).Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyGLOBE 94","juztkidding06@twitter.com (Renz dela Cruz)"
"44","Thu, 13 Dec 2012 01:38:02 +0000","WIN A #GLOBEIphone5 by watching (http://t.co/rFc1JTLa  ).Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyGLOBE 93","juztkidding06@twitter.com (Renz dela Cruz)"
"45","Thu, 13 Dec 2012 01:37:58 +0000","WIN A #GLOBEIphone5 by watching (http://t.co/rFc1JTLa  ).Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyGLOBE 92","juztkidding06@twitter.com (Renz dela Cruz)"
"46","Thu, 13 Dec 2012 01:37:53 +0000","WIN A #GLOBEIphone5 by watching (http://t.co/rFc1JTLa  ).Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyGLOBE 91","juztkidding06@twitter.com (Renz dela Cruz)"
"47","Thu, 13 Dec 2012 01:37:53 +0000","Win A #GLOBEiPhone5 by watching (http://t.co/i1hFwKVq). Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyglobe 546","carldesales@twitter.com (B▲DDIE_C▲RL)"
"48","Thu, 13 Dec 2012 01:37:49 +0000","WIN A #GLOBEIphone5 by watching (http://t.co/rFc1JTLa  ).Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyGLOBE 90","juztkidding06@twitter.com (Renz dela Cruz)"
"49","Thu, 13 Dec 2012 01:37:44 +0000","WIN A #GLOBEIphone5 by watching (http://t.co/rFc1JTLa  ).Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyGLOBE 89","juztkidding06@twitter.com (Renz dela Cruz)"
"50","Thu, 13 Dec 2012 01:37:38 +0000","WIN A #GLOBEIphone5 by watching (http://t.co/rFc1JTLa  ).Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyGLOBE 88","juztkidding06@twitter.com (Renz dela Cruz)"
"51","Thu, 13 Dec 2012 01:37:38 +0000","Hindi talaga ako fan ng iPhone 5 pero minsan gusto ko din. Syempre kung magkakaroon man ako nito sana galing sa globe #GlobeiPhone5","rapapeeps@twitter.com (Rafael Alfonso Tuico)"
"52","Thu, 13 Dec 2012 01:37:30 +0000","WIN A #GLOBEIphone5 by watching (http://t.co/rFc1JTLa  ).Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyGLOBE 87","juztkidding06@twitter.com (Renz dela Cruz)"
"53","Thu, 13 Dec 2012 01:37:29 +0000","RT @enjoyGLOBE: Let the countdown begin! Who's joining us tonight for the Pamasko ng Globe event at the New Glorietta, 6PM? :) #GlobeiPhone5","iamLeoSantos@twitter.com (Leo Santos)"
"54","Thu, 13 Dec 2012 01:37:25 +0000","WIN A #GLOBEIphone5 by watching (http://t.co/rFc1JTLa  ).Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyGLOBE 86","juztkidding06@twitter.com (Renz dela Cruz)"
"55","Thu, 13 Dec 2012 01:37:25 +0000","Win A #GLOBEiPhone5 by watching (http://t.co/i1hFwKVq). Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyglobe 545","carldesales@twitter.com (B▲DDIE_C▲RL)"
"56","Thu, 13 Dec 2012 01:37:21 +0000","WIN A #GLOBEIphone5 by watching (http://t.co/rFc1JTLa  ).Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyGLOBE 85","juztkidding06@twitter.com (Renz dela Cruz)"
"57","Thu, 13 Dec 2012 01:37:12 +0000","WIN A #GLOBEIphone5 by watching (http://t.co/rFc1JTLa  ).Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyGLOBE 84","juztkidding06@twitter.com (Renz dela Cruz)"
"58","Thu, 13 Dec 2012 01:37:09 +0000","HANDS DOWN, #GlobeiPhone5 IS ALL I WANT","knightkira@twitter.com (Kira Yamato Mendoza)"
"59","Thu, 13 Dec 2012 01:37:00 +0000","@enjoyGLOBE Goodluck for this event! I know it will also be successful just like all your past events! #GlobeiPhone5","theironmark@twitter.com (Mark Angelo)"
"60","Thu, 13 Dec 2012 01:36:55 +0000","Win A #GLOBEiPhone5 by watching (http://t.co/i1hFwKVq). Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyglobe 544","carldesales@twitter.com (B▲DDIE_C▲RL)"
"61","Thu, 13 Dec 2012 01:36:36 +0000","Win A #GLOBEiPhone5 by watching (http://t.co/i1hFwKVq). Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyglobe 543","carldesales@twitter.com (B▲DDIE_C▲RL)"
"62","Thu, 13 Dec 2012 01:36:26 +0000","WIN A #GLOBEIphone5 by watching (http://t.co/rFc1JTLa  ).Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyGLOBE 83","juztkidding06@twitter.com (Renz dela Cruz)"
"63","Thu, 13 Dec 2012 01:36:22 +0000","@enjoyglobe #GlobeiPhone5 excited to see my favorite bands","JMMaleniza@twitter.com (Don Je-em)"
"64","Thu, 13 Dec 2012 01:36:20 +0000","RT @enjoyGLOBE: Let the countdown begin! Who's joining us tonight for the Pamasko ng Globe event at the New Glorietta, 6PM? :) #GlobeiPhone5","riajose@twitter.com (Maria Jose)"
"65","Thu, 13 Dec 2012 01:36:20 +0000","WIN A #GLOBEIphone5 by watching (http://t.co/rFc1JTLa  ).Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyGLOBE 82","juztkidding06@twitter.com (Renz dela Cruz)"
"66","Thu, 13 Dec 2012 01:36:15 +0000","WIN A #GLOBEIphone5 by watching (http://t.co/rFc1JTLa  ).Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyGLOBE 81","juztkidding06@twitter.com (Renz dela Cruz)"
"67","Thu, 13 Dec 2012 01:36:12 +0000","RT @enjoyGLOBE: Let the countdown begin! Who's joining us tonight for the Pamasko ng Globe event at the New Glorietta, 6PM? :) #GlobeiPhone5","palmaliciousdef@twitter.com (Kastelo Edward Palma)"
"68","Thu, 13 Dec 2012 01:36:11 +0000","RT @mepauloavelino: It's Globe's biggest Christmas party and the #GlobeiPhone5 launch later! Kitakits doon ah!","annabongski@twitter.com (AMBS)"
"69","Thu, 13 Dec 2012 01:36:10 +0000","WIN A #GLOBEIphone5 by watching (http://t.co/rFc1JTLa  ).Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyGLOBE 80","juztkidding06@twitter.com (Renz dela Cruz)"
"70","Thu, 13 Dec 2012 01:36:09 +0000","RT @enjoyGLOBE: Let the countdown begin! Who's joining us tonight for the Pamasko ng Globe event at the New Glorietta, 6PM? :) #GlobeiPhone5","_Sebastianism@twitter.com (Basty)"
"71","Thu, 13 Dec 2012 01:36:03 +0000","WIN A #GLOBEIphone5 by watching (http://t.co/rFc1JTLa  ).Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyGLOBE 79","juztkidding06@twitter.com (Renz dela Cruz)"
"72","Thu, 13 Dec 2012 01:35:58 +0000","WIN A #GLOBEIphone5 by watching (http://t.co/rFc1JTLa  ).Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyGLOBE 78","juztkidding06@twitter.com (Renz dela Cruz)"
"73","Thu, 13 Dec 2012 01:35:50 +0000","WIN A #GLOBEIphone5 by watching (http://t.co/rFc1JTLa  ).Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyGLOBE 77","juztkidding06@twitter.com (Renz dela Cruz)"
"74","Thu, 13 Dec 2012 01:35:45 +0000","WIN A #GLOBEIphone5 by watching (http://t.co/rFc1JTLa  ).Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyGLOBE 76","juztkidding06@twitter.com (Renz dela Cruz)"
"75","Thu, 13 Dec 2012 01:35:41 +0000","WIN A #GLOBEIphone5 by watching (http://t.co/rFc1JTLa  ).Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyGLOBE 75","juztkidding06@twitter.com (Renz dela Cruz)"
"76","Thu, 13 Dec 2012 01:35:36 +0000","WIN A #GLOBEIphone5 by watching (http://t.co/rFc1JTLa  ).Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyGLOBE 74","juztkidding06@twitter.com (Renz dela Cruz)"
"77","Thu, 13 Dec 2012 01:35:32 +0000","WIN A #GLOBEIphone5 by watching (http://t.co/rFc1JTLa  ).Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyGLOBE 73","juztkidding06@twitter.com (Renz dela Cruz)"
"78","Thu, 13 Dec 2012 01:35:26 +0000","WIN A #GLOBEIphone5 by watching (http://t.co/rFc1JTLa  ).Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyGLOBE 72","juztkidding06@twitter.com (Renz dela Cruz)"
"79","Thu, 13 Dec 2012 01:35:22 +0000","WIN A #GLOBEIphone5 by watching (http://t.co/rFc1JTLa  ).Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyGLOBE 71","juztkidding06@twitter.com (Renz dela Cruz)"
"80","Thu, 13 Dec 2012 01:35:20 +0000","Win A #GLOBEiPhone5 by watching (http://t.co/i1hFwKVq). Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyglobe 542","carldesales@twitter.com (B▲DDIE_C▲RL)"
"81","Thu, 13 Dec 2012 01:35:17 +0000","WIN A #GLOBEIphone5 by watching (http://t.co/rFc1JTLa  ).Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyGLOBE 70","juztkidding06@twitter.com (Renz dela Cruz)"
"82","Thu, 13 Dec 2012 01:35:12 +0000","WIN A #GLOBEIphone5 by watching (http://t.co/rFc1JTLa  ).Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyGLOBE 69","juztkidding06@twitter.com (Renz dela Cruz)"
"83","Thu, 13 Dec 2012 01:35:08 +0000","WIN A #GLOBEIphone5 by watching (http://t.co/rFc1JTLa  ).Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyGLOBE 68","juztkidding06@twitter.com (Renz dela Cruz)"
"84","Thu, 13 Dec 2012 01:35:02 +0000","WIN A #GLOBEIphone5 by watching (http://t.co/rFc1JTLa  ).Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyGLOBE 67","juztkidding06@twitter.com (Renz dela Cruz)"
"85","Thu, 13 Dec 2012 01:34:58 +0000","Me wants #GlobeiPhone5 :(","dorkkyschan@twitter.com (DorkySchaaaan)"
"86","Thu, 13 Dec 2012 01:34:55 +0000","WIN A #GLOBEIphone5 by watching (http://t.co/rFc1JTLa  ).Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyGLOBE 66","juztkidding06@twitter.com (Renz dela Cruz)"
"87","Thu, 13 Dec 2012 01:34:50 +0000","WIN A #GLOBEIphone5 by watching (http://t.co/rFc1JTLa  ).Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyGLOBE 65","juztkidding06@twitter.com (Renz dela Cruz)"
"88","Thu, 13 Dec 2012 01:34:45 +0000","WIN A #GLOBEIphone5 by watching (http://t.co/rFc1JTLa  ).Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyGLOBE 64","juztkidding06@twitter.com (Renz dela Cruz)"
"89","Thu, 13 Dec 2012 01:34:44 +0000","RT @enjoyGLOBE: Let the countdown begin! Who's joining us tonight for the Pamasko ng Globe event at the New Glorietta, 6PM? :) #GlobeiPhone5","darceejane@twitter.com (DarceeJaneLegayadaツ)"
"90","Thu, 13 Dec 2012 01:34:40 +0000","WIN A #GLOBEIphone5 by watching (http://t.co/rFc1JTLa  ).Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyGLOBE 63","juztkidding06@twitter.com (Renz dela Cruz)"
"91","Thu, 13 Dec 2012 01:34:37 +0000","Win A #GLOBEiPhone5 by watching (http://t.co/i1hFwKVq). Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyglobe 541","carldesales@twitter.com (B▲DDIE_C▲RL)"
"92","Thu, 13 Dec 2012 01:34:35 +0000","WIN A #GLOBEIphone5 by watching (http://t.co/rFc1JTLa  ).Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyGLOBE 62","juztkidding06@twitter.com (Renz dela Cruz)"
"93","Thu, 13 Dec 2012 01:34:31 +0000","WIN A #GLOBEIphone5 by watching (http://t.co/rFc1JTLa  ).Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyGLOBE 61","juztkidding06@twitter.com (Renz dela Cruz)"
"94","Thu, 13 Dec 2012 01:34:29 +0000","RT @enjoyGLOBE: Let the countdown begin! Who's joining us tonight for the Pamasko ng Globe event at the New Glorietta, 6PM? :) #GlobeiPhone5","xoxoMarckGelo@twitter.com (MarckGelo Villanueva)"
"95","Thu, 13 Dec 2012 01:34:28 +0000","RT @enjoyGLOBE: Let the countdown begin! Who's joining us tonight for the Pamasko ng Globe event at the New Glorietta, 6PM? :) #GlobeiPhone5","paulestor@twitter.com (t0L)"
"96","Thu, 13 Dec 2012 01:34:26 +0000","WIN A #GLOBEIphone5 by watching (http://t.co/rFc1JTLa  ).Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyGLOBE 60","juztkidding06@twitter.com (Renz dela Cruz)"
"97","Thu, 13 Dec 2012 01:34:20 +0000","WIN A #GLOBEIphone5 by watching (http://t.co/rFc1JTLa  ).Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyGLOBE 59","juztkidding06@twitter.com (Renz dela Cruz)"
"98","Thu, 13 Dec 2012 01:34:15 +0000","WIN A #GLOBEIphone5 by watching (http://t.co/rFc1JTLa  ).Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyGLOBE 58","juztkidding06@twitter.com (Renz dela Cruz)"
"99","Thu, 13 Dec 2012 01:34:11 +0000","WIN A #GLOBEIphone5 by watching (http://t.co/rFc1JTLa  ).Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyGLOBE 57","juztkidding06@twitter.com (Renz dela Cruz)"
"100","Thu, 13 Dec 2012 01:34:06 +0000","WIN A #GLOBEIphone5 by watching (http://t.co/rFc1JTLa  ).Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyGLOBE 56","juztkidding06@twitter.com (Renz dela Cruz)"
"101","Thu, 13 Dec 2012 01:33:47 +0000","RT @enjoyGLOBE: Let the countdown begin! Who's joining us tonight for the Pamasko ng Globe event at the New Glorietta, 6PM? :) #GlobeiPhone5","talk2GLOBE@twitter.com (talk2GLOBE)"
"102","Thu, 13 Dec 2012 01:33:45 +0000","WIN A #GLOBEIphone5 by watching (http://t.co/rFc1JTLa  ).Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyGLOBE 52","juztkidding06@twitter.com (Renz dela Cruz)"
"103","Thu, 13 Dec 2012 01:33:42 +0000","Win A #GLOBEiPhone5 by watching (http://t.co/i1hFwKVq). Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyglobe 540","carldesales@twitter.com (B▲DDIE_C▲RL)"
"104","Thu, 13 Dec 2012 01:33:40 +0000","WIN A #GLOBEIphone5 by watching (http://t.co/rFc1JTLa  ).Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyGLOBE 51","juztkidding06@twitter.com (Renz dela Cruz)"
"105","Thu, 13 Dec 2012 01:33:34 +0000","WIN A #GLOBEIphone5 by watching (http://t.co/rFc1JTLa  ).Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyGLOBE 50","juztkidding06@twitter.com (Renz dela Cruz)"
"106","Thu, 13 Dec 2012 01:33:29 +0000","WIN A #GLOBEIphone5 by watching (http://t.co/rFc1JTLa  ).Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyGLOBE 49","juztkidding06@twitter.com (Renz dela Cruz)"
"107","Thu, 13 Dec 2012 01:33:24 +0000","RT @enjoyGLOBE: Let the countdown begin! Who's joining us tonight for the Pamasko ng Globe event at the New Glorietta, 6PM? :) #GlobeiPhone5","knightkira@twitter.com (Kira Yamato Mendoza)"
"108","Thu, 13 Dec 2012 01:33:23 +0000","WIN A #GLOBEIphone5 by watching (http://t.co/rFc1JTLa  ).Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyGLOBE 48","juztkidding06@twitter.com (Renz dela Cruz)"
"109","Thu, 13 Dec 2012 01:33:18 +0000","RT @enjoyGLOBE: Let the countdown begin! Who's joining us tonight for the Pamasko ng Globe event at the New Glorietta, 6PM? :) #GlobeiPhone5","Gords_08@twitter.com (Gords Concepcion)"
"110","Thu, 13 Dec 2012 01:33:18 +0000","WIN A #GLOBEIphone5 by watching (http://t.co/rFc1JTLa  ).Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyGLOBE 47","juztkidding06@twitter.com (Renz dela Cruz)"
